order_id,customer_id,restaurant,items,item_names,item_categories,total_price,order_date,order_hour,order_day,n_items,payment_method,delivery_time_min,order_rating
ORD01647,CUST0086,Desert Rose Kitchen,"M0330,M0260,M0167,M0079,M0247","Blt Sandwich,Waffles & Ice Cream,Spaghetti Bolognese,Hawaiian Pizza,Kunafa","Sandwiches,Desserts,Pasta,Pizza,Desserts",317.0,2026-03-06,11,Friday,5,Credit Card,40,4.2
ORD01648,CUST0140,Sushi World,"M0361,M0118,M0294","Mushroom Cream Soup,Cheese Shawarma,Avocado Smoothie","Soups,Shawarma,Beverages",125.0,2026-02-27,8,Friday,3,Wallet,23,3.8
ORD01649,CUST0381,Urban Bites,M0324,Tuna Melt,Sandwiches,49.0,2026-01-29,14,Thursday,1,Credit Card,30,4.8
ORD01650,CUST0328,Pasta Corner,"M0009,M0011,M0002,M0260","Crispy Chicken Burger,Crispy Chicken Burger,Classic Beef Burger,Waffles & Ice Cream","Burgers,Burgers,Burgers,Desserts",215.0,2026-01-02,19,Friday,4,Wallet,36,3.2
ORD01651,CUST0244,El Classico,M0218,Grilled Chicken Salad,Salads,59.0,2026-04-26,12,Sunday,1,Cash,51,4.4
ORD01652,CUST0324,The Hungry Bear,M0187,Pesto Pasta,Pasta,66.0,2026-03-15,15,Sunday,1,Credit Card,38,4.7
ORD01653,CUST0147,The Hungry Bear,"M0336,M0176,M0174","Pastrami Sandwich,Fettuccine Alfredo,Fettuccine Alfredo","Sandwiches,Pasta,Pasta",212.0,2026-02-06,4,Friday,3,Cash,54,3.0
ORD01654,CUST0317,Desert Rose Kitchen,"M0274,M0187,M0026,M0075,M0163","Mango Smoothie,Pesto Pasta,Spicy Jalapeño Burger,Veggie Supreme Pizza,Spaghetti Bolognese","Beverages,Pasta,Burgers,Pizza,Pasta",314.0,2026-04-26,17,Sunday,5,Credit Card,55,2.7
ORD01655,CUST0165,Street Eats,"M0011,M0042,M0128","Crispy Chicken Burger,Margherita Pizza,California Roll (8Pcs)","Burgers,Pizza,Sushi",239.0,2026-04-14,13,Tuesday,3,Cash,22,3.2
ORD01656,CUST0233,Fresh & Fit,"M0305,M0237","Strawberry Milkshake,Cheesecake Slice","Beverages,Desserts",75.0,2026-04-21,9,Tuesday,2,Credit Card,27,2.5
ORD01657,CUST0436,Urban Bites,"M0046,M0126,M0275,M0172,M0042","Pepperoni Pizza,California Roll (8Pcs),Mango Smoothie,Penne Arrabiata,Margherita Pizza","Pizza,Sushi,Beverages,Pasta,Pizza",342.0,2026-01-26,15,Monday,5,Credit Card,45,3.1
ORD01658,CUST0270,Desert Rose Kitchen,"M0212,M0203,M0073","Quinoa Power Bowl,Caesar Salad,Veggie Supreme Pizza","Salads,Salads,Pizza",208.0,2026-01-01,13,Thursday,3,Cash,47,3.9
ORD01659,CUST0089,Desert Rose Kitchen,"M0248,M0116,M0196","Kunafa,Cheese Shawarma,Caesar Salad","Desserts,Shawarma,Salads",108.0,2026-04-11,14,Saturday,3,Wallet,46,4.8
ORD01660,CUST0145,El Classico,"M0105,M0071,M0005,M0177","Mixed Grill Wrap,Meat Lovers Pizza,Double Smash Burger,Pasta Carbonara","Shawarma,Pizza,Burgers,Pasta",374.0,2026-04-02,9,Thursday,4,Wallet,59,3.9
ORD01661,CUST0403,Mediterranean Nights,M0177,Pasta Carbonara,Pasta,84.0,2025-11-22,14,Saturday,1,Credit Card,43,2.8
ORD01662,CUST0199,Street Eats,"M0149,M0156","Veggie Roll (8Pcs),Sashimi Platter (12Pcs)","Sushi,Sushi",197.0,2026-03-23,12,Monday,2,Cash,55,4.8
ORD01663,CUST0183,Desert Rose Kitchen,"M0242,M0226,M0105,M0154","Tiramisu,Caprese Salad,Mixed Grill Wrap,Veggie Roll (8Pcs)","Desserts,Salads,Shawarma,Sushi",219.0,2025-12-04,16,Thursday,4,Wallet,27,3.9
ORD01664,CUST0482,Street Eats,"M0032,M0050,M0271","Truffle Burger,Pepperoni Pizza,Fresh Orange Juice","Burgers,Pizza,Beverages",195.0,2025-11-25,8,Tuesday,3,Cash,43,2.9
ORD01665,CUST0435,Daily Bites,"M0194,M0042,M0367,M0091","Lasagna,Margherita Pizza,Seafood Chowder,Meat Shawarma Wrap","Pasta,Pizza,Soups,Shawarma",298.0,2026-01-21,8,Wednesday,4,Credit Card,47,4.8
ORD01666,CUST0469,Flavor Street,"M0182,M0209,M0320","Pasta Carbonara,Fattoush Salad,Tuna Melt","Pasta,Salads,Sandwiches",171.0,2025-12-31,17,Wednesday,3,Credit Card,30,3.3
ORD01667,CUST0274,Golden Fork,M0062,Four Cheese Pizza,Pizza,95.0,2026-03-18,17,Wednesday,1,Wallet,44,3.1
ORD01668,CUST0489,Mama's Kitchen,"M0041,M0011","Margherita Pizza,Crispy Chicken Burger","Pizza,Burgers",145.0,2025-12-23,15,Tuesday,2,Wallet,28,3.7
ORD01669,CUST0410,El Classico,"M0326,M0334,M0029","Blt Sandwich,Pastrami Sandwich,Veggie Garden Burger","Sandwiches,Sandwiches,Burgers",149.0,2025-12-29,21,Monday,3,Credit Card,48,4.1
ORD01670,CUST0291,Shawarma Station,M0257,Waffles & Ice Cream,Desserts,49.0,2025-11-10,20,Monday,1,Cash,54,4.3
ORD01671,CUST0452,Daily Bites,M0247,Kunafa,Desserts,34.0,2026-01-20,6,Tuesday,1,Credit Card,37,3.5
ORD01672,CUST0006,The Hungry Bear,"M0347,M0350","French Onion Soup,Chicken Noodle Soup","Soups,Soups",75.0,2025-12-22,8,Monday,2,Wallet,41,4.5
ORD01673,CUST0152,Pasta Corner,"M0009,M0114","Crispy Chicken Burger,Cheese Shawarma","Burgers,Shawarma",98.0,2026-03-20,11,Friday,2,Wallet,52,2.8
ORD01674,CUST0285,Pizza Palace,"M0042,M0094,M0114","Margherita Pizza,Falafel Wrap,Cheese Shawarma","Pizza,Shawarma,Shawarma",179.0,2026-01-03,10,Saturday,3,Wallet,39,4.2
ORD01675,CUST0132,Mediterranean Nights,"M0119,M0206","Salmon Nigiri (2Pcs),Greek Salad","Sushi,Salads",97.0,2026-03-31,11,Tuesday,2,Credit Card,20,4.0
ORD01676,CUST0291,Burger Factory,"M0025,M0018,M0094,M0282,M0118","Mushroom Swiss Burger,Bbq Bacon Burger,Falafel Wrap,Mint Lemonade,Cheese Shawarma","Burgers,Burgers,Shawarma,Beverages,Shawarma",234.0,2025-12-16,22,Tuesday,5,Wallet,35,2.7
ORD01677,CUST0151,Shawarma Station,"M0257,M0259,M0197","Waffles & Ice Cream,Waffles & Ice Cream,Caesar Salad","Desserts,Desserts,Salads",138.0,2025-11-09,5,Sunday,3,Cash,23,4.5
ORD01678,CUST0248,Golden Fork,"M0360,M0248","Mushroom Cream Soup,Kunafa","Soups,Desserts",69.0,2026-02-03,1,Tuesday,2,Cash,29,4.1
ORD01679,CUST0363,The Foodie Hub,"M0234,M0279,M0052,M0346,M0206","Cheesecake Slice,Iced Latte,Bbq Chicken Pizza,French Onion Soup,Greek Salad","Desserts,Beverages,Pizza,Soups,Salads",265.0,2026-01-30,8,Friday,5,Credit Card,46,4.8
ORD01680,CUST0378,Mediterranean Nights,"M0040,M0320","Margherita Pizza,Tuna Melt","Pizza,Sandwiches",109.0,2025-12-28,18,Sunday,2,Credit Card,56,2.7
ORD01681,CUST0082,Crave It,"M0203,M0178,M0144","Caesar Salad,Pasta Carbonara,Rainbow Roll (8Pcs)","Salads,Pasta,Sushi",245.0,2026-03-07,10,Saturday,3,Credit Card,47,4.1
ORD01682,CUST0351,Shawarma Station,"M0307,M0082,M0136","Hot Chocolate,Truffle Mushroom Pizza,Spicy Tuna Roll (8Pcs)","Beverages,Pizza,Sushi",262.0,2026-04-06,17,Monday,3,Cash,34,4.1
ORD01683,CUST0103,Pizza Palace,"M0107,M0357","Mixed Grill Wrap,Lentil Soup","Shawarma,Soups",92.0,2025-11-03,15,Monday,2,Wallet,31,2.6
ORD01684,CUST0219,Shawarma Station,"M0047,M0203,M0186","Pepperoni Pizza,Caesar Salad,Pesto Pasta","Pizza,Salads,Pasta",227.0,2026-04-30,8,Thursday,3,Credit Card,56,4.8
ORD01685,CUST0303,Royal Kitchen,"M0208,M0203","Fattoush Salad,Caesar Salad","Salads,Salads",74.0,2026-02-16,8,Monday,2,Wallet,49,2.8
ORD01686,CUST0070,Crave It,"M0147,M0059,M0331","Rainbow Roll (8Pcs),Bbq Chicken Pizza,Egg & Avocado Toast","Sushi,Pizza,Sandwiches",246.0,2025-12-29,0,Monday,3,Cash,38,4.9
ORD01687,CUST0179,Burger Factory,"M0091,M0179","Meat Shawarma Wrap,Pasta Carbonara","Shawarma,Pasta",111.0,2025-11-01,21,Saturday,2,Cash,58,3.4
ORD01688,CUST0045,El Classico,"M0034,M0200,M0030","Truffle Burger,Caesar Salad,Veggie Garden Burger","Burgers,Salads,Burgers",193.0,2026-01-19,12,Monday,3,Cash,43,4.4
ORD01689,CUST0235,Pizza Palace,"M0313,M0127","Grilled Cheese,California Roll (8Pcs)","Sandwiches,Sushi",91.0,2026-03-14,4,Saturday,2,Cash,38,2.8
ORD01690,CUST0095,Sushi World,"M0316,M0042","Grilled Cheese,Margherita Pizza","Sandwiches,Pizza",128.0,2026-02-02,19,Monday,2,Wallet,32,4.5
ORD01691,CUST0181,Golden Fork,"M0223,M0129,M0132","Grilled Chicken Salad,Dragon Roll (8Pcs),Dragon Roll (8Pcs)","Salads,Sushi,Sushi",260.0,2025-11-13,3,Thursday,3,Wallet,24,2.5
ORD01692,CUST0462,Pizza Palace,"M0299,M0203","Avocado Smoothie,Caesar Salad","Beverages,Salads",81.0,2026-03-14,15,Saturday,2,Wallet,30,2.8
ORD01693,CUST0026,Sushi World,"M0363,M0066,M0269,M0196,M0234","Seafood Chowder,Meat Lovers Pizza,Fresh Orange Juice,Caesar Salad,Cheesecake Slice","Soups,Pizza,Beverages,Salads,Desserts",270.0,2026-02-22,17,Sunday,5,Credit Card,37,3.4
ORD01694,CUST0303,Mama's Kitchen,"M0249,M0076,M0179,M0030","Umm Ali,Veggie Supreme Pizza,Pasta Carbonara,Veggie Garden Burger","Desserts,Pizza,Pasta,Burgers",252.0,2026-01-15,11,Thursday,4,Wallet,55,3.1
ORD01695,CUST0316,Mama's Kitchen,"M0038,M0107,M0307","Truffle Burger,Mixed Grill Wrap,Hot Chocolate","Burgers,Shawarma,Beverages",156.0,2026-03-07,19,Saturday,3,Wallet,29,4.6
ORD01696,CUST0498,Golden Fork,"M0271,M0144,M0366,M0279,M0332","Fresh Orange Juice,Rainbow Roll (8Pcs),Seafood Chowder,Iced Latte,Egg & Avocado Toast","Beverages,Sushi,Soups,Beverages,Sandwiches",247.0,2025-12-29,19,Monday,5,Wallet,26,3.4
ORD01697,CUST0105,Crave It,M0191,Lasagna,Pasta,104.0,2026-01-12,18,Monday,1,Credit Card,45,4.5
ORD01698,CUST0025,Urban Bites,"M0196,M0114","Caesar Salad,Cheese Shawarma","Salads,Shawarma",87.0,2025-11-26,21,Wednesday,2,Credit Card,29,4.9
ORD01699,CUST0442,Pizza Palace,"M0357,M0173,M0282","Lentil Soup,Fettuccine Alfredo,Mint Lemonade","Soups,Pasta,Beverages",136.0,2025-11-05,14,Wednesday,3,Credit Card,24,3.0
ORD01700,CUST0363,The Hungry Bear,"M0347,M0248,M0083,M0263","French Onion Soup,Kunafa,Truffle Mushroom Pizza,Waffles & Ice Cream","Soups,Desserts,Pizza,Desserts",259.0,2026-03-08,21,Sunday,4,Wallet,41,3.3
ORD01701,CUST0477,Mama's Kitchen,"M0038,M0083","Truffle Burger,Truffle Mushroom Pizza","Burgers,Pizza",219.0,2026-04-30,16,Thursday,2,Credit Card,52,3.3
ORD01702,CUST0274,Royal Kitchen,"M0208,M0332,M0264","Fattoush Salad,Egg & Avocado Toast,Waffles & Ice Cream","Salads,Sandwiches,Desserts",119.0,2026-04-02,12,Thursday,3,Wallet,24,4.1
ORD01703,CUST0064,Pizza Palace,M0013,Crispy Chicken Burger,Burgers,65.0,2026-02-18,12,Wednesday,1,Wallet,44,4.4
ORD01704,CUST0147,Urban Bites,"M0236,M0117,M0086,M0174","Cheesecake Slice,Cheese Shawarma,Chicken Shawarma Wrap,Fettuccine Alfredo","Desserts,Shawarma,Shawarma,Pasta",181.0,2026-04-11,16,Saturday,4,Cash,48,4.7
ORD01705,CUST0264,Urban Bites,"M0060,M0361","Four Cheese Pizza,Mushroom Cream Soup","Pizza,Soups",185.0,2025-12-28,18,Sunday,2,Cash,56,3.4
ORD01706,CUST0499,El Classico,"M0061,M0196,M0131,M0073","Four Cheese Pizza,Caesar Salad,Dragon Roll (8Pcs),Veggie Supreme Pizza","Pizza,Salads,Sushi,Pizza",322.0,2026-01-24,13,Saturday,4,Cash,52,3.4
ORD01707,CUST0310,Mama's Kitchen,"M0136,M0187,M0250,M0016","Spicy Tuna Roll (8Pcs),Pesto Pasta,Umm Ali,Bbq Bacon Burger","Sushi,Pasta,Desserts,Burgers",270.0,2025-12-01,17,Monday,4,Wallet,20,4.5
ORD01708,CUST0399,Mediterranean Nights,"M0311,M0354,M0325","Club Sandwich,Lentil Soup,Tuna Melt","Sandwiches,Soups,Sandwiches",118.0,2025-11-12,7,Wednesday,3,Cash,43,4.9
ORD01709,CUST0375,Burger Factory,M0091,Meat Shawarma Wrap,Shawarma,37.0,2025-11-04,19,Tuesday,1,Credit Card,36,4.4
ORD01710,CUST0421,The Hungry Bear,"M0115,M0083,M0178,M0269","Cheese Shawarma,Truffle Mushroom Pizza,Pasta Carbonara,Fresh Orange Juice","Shawarma,Pizza,Pasta,Beverages",305.0,2026-04-20,17,Monday,4,Cash,45,4.0
ORD01711,CUST0002,Urban Bites,"M0359,M0127","Mushroom Cream Soup,California Roll (8Pcs)","Soups,Sushi",102.0,2025-12-08,11,Monday,2,Credit Card,27,2.7
ORD01712,CUST0026,Fresh & Fit,M0156,Sashimi Platter (12Pcs),Sushi,139.0,2026-01-05,16,Monday,1,Credit Card,52,3.1
ORD01713,CUST0471,Daily Bites,"M0079,M0130","Hawaiian Pizza,Dragon Roll (8Pcs)","Pizza,Sushi",215.0,2026-04-24,16,Friday,2,Cash,45,4.1
ORD01714,CUST0260,Desert Rose Kitchen,M0248,Kunafa,Desserts,28.0,2025-11-16,15,Sunday,1,Wallet,38,4.0
ORD01715,CUST0090,Shawarma Station,"M0307,M0282,M0232,M0170,M0197","Hot Chocolate,Mint Lemonade,Cheesecake Slice,Penne Arrabiata,Caesar Salad","Beverages,Beverages,Desserts,Pasta,Salads",178.0,2025-11-10,22,Monday,5,Cash,28,4.7
ORD01716,CUST0469,El Classico,"M0340,M0222,M0204,M0042","Tomato Basil Soup,Grilled Chicken Salad,Greek Salad,Margherita Pizza","Soups,Salads,Salads,Pizza",239.0,2025-12-02,8,Tuesday,4,Wallet,47,4.2
ORD01717,CUST0142,The Grill House,"M0129,M0335","Dragon Roll (8Pcs),Pastrami Sandwich","Sushi,Sandwiches",148.0,2025-12-27,14,Saturday,2,Wallet,52,2.5
ORD01718,CUST0252,Mama's Kitchen,"M0001,M0011","Classic Beef Burger,Crispy Chicken Burger","Burgers,Burgers",114.0,2026-01-10,20,Saturday,2,Wallet,24,3.3
ORD01719,CUST0162,Royal Kitchen,"M0312,M0179,M0011","Club Sandwich,Pasta Carbonara,Crispy Chicken Burger","Sandwiches,Pasta,Burgers",196.0,2026-02-18,11,Wednesday,3,Wallet,60,4.6
ORD01720,CUST0224,Fresh & Fit,"M0098,M0139,M0102,M0249","Shawarma Plate,Spicy Tuna Roll (8Pcs),Shawarma Plate,Umm Ali","Shawarma,Sushi,Shawarma,Desserts",230.0,2025-11-25,17,Tuesday,4,Cash,23,2.6
ORD01721,CUST0192,Fresh & Fit,"M0166,M0187,M0107","Spaghetti Bolognese,Pesto Pasta,Mixed Grill Wrap","Pasta,Pasta,Shawarma",200.0,2026-02-11,14,Wednesday,3,Credit Card,48,3.3
ORD01722,CUST0050,Shawarma Station,M0300,Avocado Smoothie,Beverages,34.0,2026-03-27,16,Friday,1,Credit Card,50,4.1
ORD01723,CUST0473,The Grill House,"M0058,M0289","Bbq Chicken Pizza,Watermelon Juice","Pizza,Beverages",115.0,2026-03-04,18,Wednesday,2,Credit Card,28,4.3
ORD01724,CUST0122,Crave It,"M0118,M0270,M0227,M0238,M0304","Cheese Shawarma,Fresh Orange Juice,Caprese Salad,Crème Brûlée,Strawberry Milkshake","Shawarma,Beverages,Salads,Desserts,Beverages",201.0,2026-03-25,9,Wednesday,5,Credit Card,56,4.9
ORD01725,CUST0312,Desert Rose Kitchen,"M0252,M0358","Umm Ali,Mushroom Cream Soup","Desserts,Soups",75.0,2025-11-26,16,Wednesday,2,Credit Card,58,4.2
ORD01726,CUST0150,Fresh & Fit,"M0026,M0296,M0271","Spicy Jalapeño Burger,Avocado Smoothie,Fresh Orange Juice","Burgers,Beverages,Beverages",102.0,2026-03-29,11,Sunday,3,Wallet,26,4.4
ORD01727,CUST0144,Street Eats,"M0011,M0038","Crispy Chicken Burger,Truffle Burger","Burgers,Burgers",144.0,2026-04-19,16,Sunday,2,Wallet,46,2.7
ORD01728,CUST0400,Sushi World,M0176,Fettuccine Alfredo,Pasta,91.0,2026-01-12,9,Monday,1,Cash,27,4.5
ORD01729,CUST0465,Golden Fork,"M0354,M0214,M0234,M0282","Lentil Soup,Quinoa Power Bowl,Cheesecake Slice,Mint Lemonade","Soups,Salads,Desserts,Beverages",137.0,2026-01-11,15,Sunday,4,Cash,47,4.4
ORD01730,CUST0498,Crave It,"M0162,M0269","Spaghetti Bolognese,Fresh Orange Juice","Pasta,Beverages",84.0,2026-03-13,17,Friday,2,Wallet,37,5.0
ORD01731,CUST0102,Pizza Palace,"M0042,M0269,M0176,M0286","Margherita Pizza,Fresh Orange Juice,Fettuccine Alfredo,Mint Lemonade","Pizza,Beverages,Pasta,Beverages",229.0,2026-01-02,9,Friday,4,Credit Card,20,4.9
ORD01732,CUST0416,Street Eats,"M0362,M0278,M0209,M0030,M0150","Mushroom Cream Soup,Iced Latte,Fattoush Salad,Veggie Garden Burger,Veggie Roll (8Pcs)","Soups,Beverages,Salads,Burgers,Sushi",221.0,2026-04-19,13,Sunday,5,Credit Card,60,3.3
ORD01733,CUST0030,Mediterranean Nights,"M0295,M0260,M0114","Avocado Smoothie,Waffles & Ice Cream,Cheese Shawarma","Beverages,Desserts,Shawarma",132.0,2025-11-29,14,Saturday,3,Cash,45,4.2
ORD01734,CUST0385,El Classico,"M0282,M0094,M0122,M0185,M0171","Mint Lemonade,Falafel Wrap,Salmon Nigiri (2Pcs),Pesto Pasta,Penne Arrabiata","Beverages,Shawarma,Sushi,Pasta,Pasta",241.0,2025-11-19,18,Wednesday,5,Credit Card,51,3.3
ORD01735,CUST0289,El Classico,"M0321,M0180,M0069,M0011,M0247","Tuna Melt,Pasta Carbonara,Meat Lovers Pizza,Crispy Chicken Burger,Kunafa","Sandwiches,Pasta,Pizza,Burgers,Desserts",367.0,2025-11-20,11,Thursday,5,Credit Card,51,4.3
ORD01736,CUST0148,Burger Factory,"M0067,M0167","Meat Lovers Pizza,Spaghetti Bolognese","Pizza,Pasta",209.0,2025-11-29,16,Saturday,2,Wallet,46,3.0
ORD01737,CUST0152,The Grill House,"M0058,M0127","Bbq Chicken Pizza,California Roll (8Pcs)","Pizza,Sushi",152.0,2026-01-04,9,Sunday,2,Cash,44,4.5
ORD01738,CUST0436,Royal Kitchen,"M0367,M0279,M0032","Seafood Chowder,Iced Latte,Truffle Burger","Soups,Beverages,Burgers",167.0,2025-11-27,10,Thursday,3,Wallet,49,4.2
ORD01739,CUST0184,Mediterranean Nights,"M0177,M0308,M0228","Pasta Carbonara,Hot Chocolate,Chocolate Lava Cake","Pasta,Beverages,Desserts",156.0,2026-04-15,19,Wednesday,3,Credit Card,35,2.8
ORD01740,CUST0162,Shawarma Station,"M0300,M0317","Avocado Smoothie,Grilled Cheese","Beverages,Sandwiches",67.0,2026-03-13,13,Friday,2,Cash,39,4.0
ORD01741,CUST0218,Daily Bites,"M0110,M0104,M0194","Mixed Grill Wrap,Shawarma Plate,Lasagna","Shawarma,Shawarma,Pasta",215.0,2026-01-12,18,Monday,3,Wallet,42,4.5
ORD01742,CUST0306,The Grill House,"M0050,M0367","Pepperoni Pizza,Seafood Chowder","Pizza,Soups",166.0,2025-11-15,11,Saturday,2,Credit Card,23,4.1
ORD01743,CUST0216,Golden Fork,"M0126,M0285,M0224,M0136,M0202","California Roll (8Pcs),Mint Lemonade,Caprese Salad,Spicy Tuna Roll (8Pcs),Caesar Salad","Sushi,Beverages,Salads,Sushi,Salads",255.0,2025-12-04,19,Thursday,5,Cash,36,2.7
ORD01744,CUST0174,Crave It,"M0007,M0137","Double Smash Burger,Spicy Tuna Roll (8Pcs)","Burgers,Sushi",137.0,2025-12-29,9,Monday,2,Wallet,46,3.2
ORD01745,CUST0120,El Classico,"M0102,M0234,M0048","Shawarma Plate,Cheesecake Slice,Pepperoni Pizza","Shawarma,Desserts,Pizza",189.0,2026-04-05,15,Sunday,3,Cash,46,3.7
ORD01746,CUST0342,Crave It,"M0162,M0181,M0171,M0309","Spaghetti Bolognese,Pasta Carbonara,Penne Arrabiata,Hot Chocolate","Pasta,Pasta,Pasta,Beverages",234.0,2025-12-15,17,Monday,4,Credit Card,44,3.9
ORD01747,CUST0249,Crave It,"M0191,M0329","Lasagna,Blt Sandwich","Pasta,Sandwiches",141.0,2025-11-26,12,Wednesday,2,Wallet,50,4.8
ORD01748,CUST0182,Pasta Corner,"M0273,M0084","Mango Smoothie,Truffle Mushroom Pizza","Beverages,Pizza",176.0,2026-04-14,17,Tuesday,2,Cash,35,2.9
ORD01749,CUST0042,El Classico,"M0181,M0347","Pasta Carbonara,French Onion Soup","Pasta,Soups",125.0,2026-02-13,9,Friday,2,Wallet,49,4.4
ORD01750,CUST0004,Burger Factory,"M0091,M0249","Meat Shawarma Wrap,Umm Ali","Shawarma,Desserts",66.0,2025-12-06,12,Saturday,2,Credit Card,22,3.8
ORD01751,CUST0476,Crave It,"M0226,M0083","Caprese Salad,Truffle Mushroom Pizza","Salads,Pizza",194.0,2026-04-08,18,Wednesday,2,Cash,39,3.3
ORD01752,CUST0364,The Foodie Hub,"M0093,M0077,M0342,M0289,M0238","Meat Shawarma Wrap,Veggie Supreme Pizza,French Onion Soup,Watermelon Juice,Crème Brûlée","Shawarma,Pizza,Soups,Beverages,Desserts",256.0,2026-03-29,13,Sunday,5,Cash,23,4.9
ORD01753,CUST0303,Desert Rose Kitchen,"M0002,M0027,M0216","Classic Beef Burger,Spicy Jalapeño Burger,Quinoa Power Bowl","Burgers,Burgers,Salads",186.0,2025-11-15,10,Saturday,3,Cash,26,4.0
ORD01754,CUST0368,The Hungry Bear,"M0261,M0361","Waffles & Ice Cream,Mushroom Cream Soup","Desserts,Soups",96.0,2025-11-05,21,Wednesday,2,Credit Card,35,3.9
ORD01755,CUST0135,Mediterranean Nights,"M0295,M0334","Avocado Smoothie,Pastrami Sandwich","Beverages,Sandwiches",86.0,2025-12-09,19,Tuesday,2,Wallet,25,2.9
ORD01756,CUST0437,Mama's Kitchen,"M0309,M0300,M0165,M0110,M0232","Hot Chocolate,Avocado Smoothie,Spaghetti Bolognese,Mixed Grill Wrap,Cheesecake Slice","Beverages,Beverages,Pasta,Shawarma,Desserts",230.0,2026-04-14,16,Tuesday,5,Cash,23,3.7
ORD01757,CUST0340,Desert Rose Kitchen,"M0197,M0094,M0367,M0172","Caesar Salad,Falafel Wrap,Seafood Chowder,Penne Arrabiata","Salads,Shawarma,Soups,Pasta",217.0,2026-02-19,10,Thursday,4,Cash,43,2.6
ORD01758,CUST0108,Daily Bites,"M0110,M0252,M0168","Mixed Grill Wrap,Umm Ali,Spaghetti Bolognese","Shawarma,Desserts,Pasta",163.0,2026-02-05,21,Thursday,3,Credit Card,39,4.6
ORD01759,CUST0305,Urban Bites,"M0046,M0195,M0124","Pepperoni Pizza,Lasagna,Salmon Nigiri (2Pcs)","Pizza,Pasta,Sushi",225.0,2026-04-09,10,Thursday,3,Wallet,27,4.7
ORD01760,CUST0151,Crave It,"M0049,M0336","Pepperoni Pizza,Pastrami Sandwich","Pizza,Sandwiches",162.0,2026-04-29,23,Wednesday,2,Wallet,31,3.1
ORD01761,CUST0169,Pasta Corner,"M0216,M0236","Quinoa Power Bowl,Cheesecake Slice","Salads,Desserts",114.0,2025-11-03,13,Monday,2,Cash,29,4.5
ORD01762,CUST0070,Mediterranean Nights,"M0018,M0083","Bbq Bacon Burger,Truffle Mushroom Pizza","Burgers,Pizza",220.0,2025-11-04,4,Tuesday,2,Wallet,42,4.3
ORD01763,CUST0414,Pizza Palace,"M0246,M0074,M0261,M0047,M0206","Kunafa,Veggie Supreme Pizza,Waffles & Ice Cream,Pepperoni Pizza,Greek Salad","Desserts,Pizza,Desserts,Pizza,Salads",332.0,2026-04-28,23,Tuesday,5,Credit Card,54,4.1
ORD01764,CUST0159,Flavor Street,"M0023,M0042","Mushroom Swiss Burger,Margherita Pizza","Burgers,Pizza",149.0,2026-01-02,11,Friday,2,Credit Card,23,2.9
ORD01765,CUST0481,El Classico,"M0351,M0240","Chicken Noodle Soup,Crème Brûlée","Soups,Desserts",85.0,2025-12-03,15,Wednesday,2,Wallet,38,3.4
ORD01766,CUST0115,The Grill House,"M0050,M0037,M0260","Pepperoni Pizza,Truffle Burger,Waffles & Ice Cream","Pizza,Burgers,Desserts",250.0,2026-03-15,12,Sunday,3,Cash,28,2.9
ORD01767,CUST0077,The Hungry Bear,"M0075,M0014,M0286","Veggie Supreme Pizza,Crispy Chicken Burger,Mint Lemonade","Pizza,Burgers,Beverages",186.0,2026-01-14,10,Wednesday,3,Wallet,49,4.0
ORD01768,CUST0010,The Hungry Bear,"M0261,M0246,M0282,M0179","Waffles & Ice Cream,Kunafa,Mint Lemonade,Pasta Carbonara","Desserts,Desserts,Beverages,Pasta",165.0,2025-11-11,9,Tuesday,4,Cash,52,3.8
ORD01769,CUST0117,Pasta Corner,"M0216,M0038","Quinoa Power Bowl,Truffle Burger","Salads,Burgers",150.0,2025-12-20,16,Saturday,2,Wallet,47,3.5
ORD01770,CUST0092,Desert Rose Kitchen,"M0114,M0073","Cheese Shawarma,Veggie Supreme Pizza","Shawarma,Pizza",148.0,2026-03-21,20,Saturday,2,Wallet,27,2.6
ORD01771,CUST0183,Pasta Corner,"M0112,M0315,M0257","Cheese Shawarma,Grilled Cheese,Waffles & Ice Cream","Shawarma,Sandwiches,Desserts",120.0,2026-02-07,22,Saturday,3,Credit Card,30,3.1
ORD01772,CUST0104,El Classico,M0181,Pasta Carbonara,Pasta,83.0,2026-03-17,19,Tuesday,1,Cash,33,2.7
ORD01773,CUST0074,El Classico,"M0077,M0107","Veggie Supreme Pizza,Mixed Grill Wrap","Pizza,Shawarma",157.0,2026-03-21,12,Saturday,2,Wallet,54,3.5
ORD01774,CUST0222,Urban Bites,"M0280,M0047,M0040","Iced Latte,Pepperoni Pizza,Margherita Pizza","Beverages,Pizza,Pizza",210.0,2026-04-28,20,Tuesday,3,Credit Card,52,4.7
ORD01775,CUST0491,Urban Bites,"M0179,M0130","Pasta Carbonara,Dragon Roll (8Pcs)","Pasta,Sushi",185.0,2026-04-16,15,Thursday,2,Credit Card,36,4.9
ORD01776,CUST0251,Desert Rose Kitchen,"M0175,M0038,M0138","Fettuccine Alfredo,Truffle Burger,Spicy Tuna Roll (8Pcs)","Pasta,Burgers,Sushi",244.0,2026-03-07,19,Saturday,3,Credit Card,46,4.5
ORD01777,CUST0232,Flavor Street,M0048,Pepperoni Pizza,Pizza,89.0,2026-03-15,19,Sunday,1,Cash,52,4.4
