antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedents_str,consequents_str,rule
"frozenset({'Cheesecake Slice', 'Pepperoni Pizza'})",frozenset({'Mint Lemonade'}),0.0045,0.0515,0.001,0.22222222222222224,4.314994606256743,1.0,0.00076825,1.2195,0.7717227523857358,0.018181818181818184,0.1799917999179992,0.12081984897518878,"Cheesecake Slice, Pepperoni Pizza",Mint Lemonade,"Cheesecake Slice, Pepperoni Pizza → Mint Lemonade"
"frozenset({'Umm Ali', 'Spaghetti Bolognese'})",frozenset({'Mint Lemonade'}),0.0045,0.0515,0.001,0.22222222222222224,4.314994606256743,1.0,0.00076825,1.2195,0.7717227523857358,0.018181818181818184,0.1799917999179992,0.12081984897518878,"Umm Ali, Spaghetti Bolognese",Mint Lemonade,"Umm Ali, Spaghetti Bolognese → Mint Lemonade"
"frozenset({'Umm Ali', 'Meat Lovers Pizza'})",frozenset({'Mint Lemonade'}),0.0045,0.0515,0.001,0.22222222222222224,4.314994606256743,1.0,0.00076825,1.2195,0.7717227523857358,0.018181818181818184,0.1799917999179992,0.12081984897518878,"Umm Ali, Meat Lovers Pizza",Mint Lemonade,"Umm Ali, Meat Lovers Pizza → Mint Lemonade"
"frozenset({'Cheesecake Slice', 'Hot Chocolate'})",frozenset({'Mint Lemonade'}),0.0045,0.0515,0.001,0.22222222222222224,4.314994606256743,1.0,0.00076825,1.2195,0.7717227523857358,0.018181818181818184,0.1799917999179992,0.12081984897518878,"Cheesecake Slice, Hot Chocolate",Mint Lemonade,"Cheesecake Slice, Hot Chocolate → Mint Lemonade"
"frozenset({'Mint Lemonade', 'Spaghetti Bolognese'})",frozenset({'Pepperoni Pizza'}),0.0045,0.0775,0.0015,0.33333333333333337,4.301075268817205,1.0,0.00115125,1.38375,0.7709693621295831,0.018633540372670808,0.2773261065943993,0.1763440860215054,"Mint Lemonade, Spaghetti Bolognese",Pepperoni Pizza,"Mint Lemonade, Spaghetti Bolognese → Pepperoni Pizza"
"frozenset({'Pepperoni Pizza', 'Mint Lemonade'})",frozenset({'Spaghetti Bolognese'}),0.0045,0.0775,0.0015,0.33333333333333337,4.301075268817205,1.0,0.00115125,1.38375,0.7709693621295831,0.018633540372670808,0.2773261065943993,0.1763440860215054,"Pepperoni Pizza, Mint Lemonade",Spaghetti Bolognese,"Pepperoni Pizza, Mint Lemonade → Spaghetti Bolognese"
"frozenset({'Umm Ali', 'Pasta Carbonara'})",frozenset({'Meat Shawarma Wrap'}),0.005,0.0465,0.001,0.2,4.301075268817205,1.0,0.0007675,1.191875,0.7713567839195979,0.019801980198019802,0.16098584163607763,0.11075268817204302,"Umm Ali, Pasta Carbonara",Meat Shawarma Wrap,"Umm Ali, Pasta Carbonara → Meat Shawarma Wrap"
"frozenset({'Cheesecake Slice', 'Veggie Supreme Pizza'})",frozenset({'Pepperoni Pizza'}),0.003,0.0775,0.001,0.3333333333333333,4.301075268817204,1.0,0.0007675,1.3837499999999998,0.7698094282848544,0.012578616352201259,0.27732610659439927,0.17311827956989245,"Cheesecake Slice, Veggie Supreme Pizza",Pepperoni Pizza,"Cheesecake Slice, Veggie Supreme Pizza → Pepperoni Pizza"
"frozenset({'Margherita Pizza', 'Spaghetti Bolognese'})",frozenset({'Pepperoni Pizza'}),0.003,0.0775,0.001,0.3333333333333333,4.301075268817204,1.0,0.0007675,1.3837499999999998,0.7698094282848544,0.012578616352201259,0.27732610659439927,0.17311827956989245,"Margherita Pizza, Spaghetti Bolognese",Pepperoni Pizza,"Margherita Pizza, Spaghetti Bolognese → Pepperoni Pizza"
"frozenset({'Bbq Chicken Pizza', 'Cheese Shawarma'})",frozenset({'Pepperoni Pizza'}),0.003,0.0775,0.001,0.3333333333333333,4.301075268817204,1.0,0.0007675,1.3837499999999998,0.7698094282848544,0.012578616352201259,0.27732610659439927,0.17311827956989245,"Bbq Chicken Pizza, Cheese Shawarma",Pepperoni Pizza,"Bbq Chicken Pizza, Cheese Shawarma → Pepperoni Pizza"
"frozenset({'Rainbow Roll (8Pcs)', 'Classic Beef Burger'})",frozenset({'Pepperoni Pizza'}),0.003,0.0775,0.001,0.3333333333333333,4.301075268817204,1.0,0.0007675,1.3837499999999998,0.7698094282848544,0.012578616352201259,0.27732610659439927,0.17311827956989245,"Rainbow Roll (8Pcs), Classic Beef Burger",Pepperoni Pizza,"Rainbow Roll (8Pcs), Classic Beef Burger → Pepperoni Pizza"
"frozenset({'Cheesecake Slice', 'Classic Beef Burger'})",frozenset({'Pepperoni Pizza'}),0.003,0.0775,0.001,0.3333333333333333,4.301075268817204,1.0,0.0007675,1.3837499999999998,0.7698094282848544,0.012578616352201259,0.27732610659439927,0.17311827956989245,"Cheesecake Slice, Classic Beef Burger",Pepperoni Pizza,"Cheesecake Slice, Classic Beef Burger → Pepperoni Pizza"
"frozenset({'Truffle Burger', 'Sashimi Platter (12Pcs)'})",frozenset({'Spaghetti Bolognese'}),0.003,0.0775,0.001,0.3333333333333333,4.301075268817204,1.0,0.0007675,1.3837499999999998,0.7698094282848544,0.012578616352201259,0.27732610659439927,0.17311827956989245,"Truffle Burger, Sashimi Platter (12Pcs)",Spaghetti Bolognese,"Truffle Burger, Sashimi Platter (12Pcs) → Spaghetti Bolognese"
"frozenset({'Veggie Roll (8Pcs)', 'Spaghetti Bolognese'})",frozenset({'Lentil Soup'}),0.005,0.047,0.001,0.2,4.25531914893617,1.0,0.0007650000000000001,1.19125,0.7688442211055276,0.019607843137254905,0.1605456453305352,0.11063829787234043,"Veggie Roll (8Pcs), Spaghetti Bolognese",Lentil Soup,"Veggie Roll (8Pcs), Spaghetti Bolognese → Lentil Soup"
"frozenset({'Avocado Smoothie', 'Veggie Supreme Pizza'})",frozenset({'Cheese Shawarma'}),0.003,0.0785,0.001,0.3333333333333333,4.246284501061571,1.0,0.0007645,1.3822499999999998,0.7668004012036108,0.012422360248447204,0.2765418701392657,0.173036093418259,"Avocado Smoothie, Veggie Supreme Pizza",Cheese Shawarma,"Avocado Smoothie, Veggie Supreme Pizza → Cheese Shawarma"
"frozenset({'Truffle Burger', 'Blt Sandwich'})",frozenset({'Cheese Shawarma'}),0.003,0.0785,0.001,0.3333333333333333,4.246284501061571,1.0,0.0007645,1.3822499999999998,0.7668004012036108,0.012422360248447204,0.2765418701392657,0.173036093418259,"Truffle Burger, Blt Sandwich",Cheese Shawarma,"Truffle Burger, Blt Sandwich → Cheese Shawarma"
"frozenset({'Rainbow Roll (8Pcs)', 'Crispy Chicken Burger'})",frozenset({'Cheese Shawarma'}),0.003,0.0785,0.001,0.3333333333333333,4.246284501061571,1.0,0.0007645,1.3822499999999998,0.7668004012036108,0.012422360248447204,0.2765418701392657,0.173036093418259,"Rainbow Roll (8Pcs), Crispy Chicken Burger",Cheese Shawarma,"Rainbow Roll (8Pcs), Crispy Chicken Burger → Cheese Shawarma"
"frozenset({'Pepperoni Pizza', 'Bbq Chicken Pizza'})",frozenset({'Cheese Shawarma'}),0.003,0.0785,0.001,0.3333333333333333,4.246284501061571,1.0,0.0007645,1.3822499999999998,0.7668004012036108,0.012422360248447204,0.2765418701392657,0.173036093418259,"Pepperoni Pizza, Bbq Chicken Pizza",Cheese Shawarma,"Pepperoni Pizza, Bbq Chicken Pizza → Cheese Shawarma"
"frozenset({'Pepperoni Pizza', 'Kunafa'})",frozenset({'French Onion Soup'}),0.0045,0.0535,0.001,0.22222222222222224,4.153686396677052,1.0,0.00075925,1.2169285714285714,0.7626820693119035,0.01754385964912281,0.17825908317191996,0.12045690550363448,"Pepperoni Pizza, Kunafa",French Onion Soup,"Pepperoni Pizza, Kunafa → French Onion Soup"
"frozenset({'Meat Shawarma Wrap', 'Umm Ali'})",frozenset({'Pasta Carbonara'}),0.004,0.0615,0.001,0.25,4.065040650406504,1.0,0.000754,1.2513333333333334,0.7570281124497993,0.015503875968992248,0.20085242408098028,0.133130081300813,"Meat Shawarma Wrap, Umm Ali",Pasta Carbonara,"Meat Shawarma Wrap, Umm Ali → Pasta Carbonara"
frozenset({'Chicken Noodle Soup'}),frozenset({'Salmon Nigiri (2Pcs)'}),0.0125,0.0395,0.002,0.16,4.050632911392405,1.0,0.00150625,1.143452380952381,0.7626582278481012,0.04,0.12545549193128577,0.10531645569620253,Chicken Noodle Soup,Salmon Nigiri (2Pcs),Chicken Noodle Soup → Salmon Nigiri (2Pcs)
"frozenset({'Pepperoni Pizza', 'Cheese Shawarma'})",frozenset({'Veggie Roll (8Pcs)'}),0.0045,0.0555,0.001,0.22222222222222224,4.004004004004004,1.0,0.00075025,1.214357142857143,0.7536413862380713,0.01694915254237288,0.17651902829245342,0.12012012012012013,"Pepperoni Pizza, Cheese Shawarma",Veggie Roll (8Pcs),"Pepperoni Pizza, Cheese Shawarma → Veggie Roll (8Pcs)"
"frozenset({'Mango Smoothie', 'French Onion Soup'})",frozenset({'Umm Ali'}),0.0035,0.072,0.001,0.2857142857142857,3.9682539682539684,1.0,0.000748,1.2992000000000001,0.7506271951831409,0.01342281879194631,0.23029556650246302,0.1498015873015873,"Mango Smoothie, French Onion Soup",Umm Ali,"Mango Smoothie, French Onion Soup → Umm Ali"
"frozenset({'Cheesecake Slice', 'Iced Latte'})",frozenset({'Umm Ali'}),0.0035,0.072,0.001,0.2857142857142857,3.9682539682539684,1.0,0.000748,1.2992000000000001,0.7506271951831409,0.01342281879194631,0.23029556650246302,0.1498015873015873,"Cheesecake Slice, Iced Latte",Umm Ali,"Cheesecake Slice, Iced Latte → Umm Ali"
"frozenset({'Meat Lovers Pizza', 'Mint Lemonade'})",frozenset({'Umm Ali'}),0.0035,0.072,0.001,0.2857142857142857,3.9682539682539684,1.0,0.000748,1.2992000000000001,0.7506271951831409,0.01342281879194631,0.23029556650246302,0.1498015873015873,"Meat Lovers Pizza, Mint Lemonade",Umm Ali,"Meat Lovers Pizza, Mint Lemonade → Umm Ali"
"frozenset({'Veggie Roll (8Pcs)', 'Meat Lovers Pizza'})",frozenset({'Caesar Salad'}),0.004,0.0635,0.001,0.25,3.937007874015748,1.0,0.000746,1.2486666666666666,0.7489959839357431,0.015037593984962405,0.19914575547250402,0.13287401574803148,"Veggie Roll (8Pcs), Meat Lovers Pizza",Caesar Salad,"Veggie Roll (8Pcs), Meat Lovers Pizza → Caesar Salad"
"frozenset({'Lasagna', 'Spaghetti Bolognese'})",frozenset({'Caesar Salad'}),0.004,0.0635,0.001,0.25,3.937007874015748,1.0,0.000746,1.2486666666666666,0.7489959839357431,0.015037593984962405,0.19914575547250402,0.13287401574803148,"Lasagna, Spaghetti Bolognese",Caesar Salad,"Lasagna, Spaghetti Bolognese → Caesar Salad"
"frozenset({'Pepperoni Pizza', 'Cheese Shawarma'})",frozenset({'Bbq Chicken Pizza'}),0.0045,0.0565,0.001,0.22222222222222224,3.9331366764995086,1.0,0.0007457500000000001,1.2130714285714286,0.7491210447011553,0.016666666666666666,0.1756462344697639,0.11996066863323501,"Pepperoni Pizza, Cheese Shawarma",Bbq Chicken Pizza,"Pepperoni Pizza, Cheese Shawarma → Bbq Chicken Pizza"
"frozenset({'Truffle Burger', 'Cheese Shawarma'})",frozenset({'Avocado Smoothie'}),0.005,0.051,0.001,0.2,3.9215686274509807,1.0,0.000745,1.1862499999999998,0.7487437185929648,0.018181818181818184,0.1570073761854584,0.10980392156862746,"Truffle Burger, Cheese Shawarma",Avocado Smoothie,"Truffle Burger, Cheese Shawarma → Avocado Smoothie"
"frozenset({'Meat Shawarma Wrap', 'Umm Ali'})",frozenset({'Rainbow Roll (8Pcs)'}),0.004,0.064,0.001,0.25,3.90625,1.0,0.0007440000000000001,1.248,0.7469879518072291,0.014925373134328358,0.19871794871794873,0.1328125,"Meat Shawarma Wrap, Umm Ali",Rainbow Roll (8Pcs),"Meat Shawarma Wrap, Umm Ali → Rainbow Roll (8Pcs)"
"frozenset({'Umm Ali', 'Cheese Shawarma'})",frozenset({'Lentil Soup'}),0.0055,0.047,0.001,0.18181818181818182,3.8684719535783367,1.0,0.0007415,1.164777777777778,0.7456008044243337,0.01941747572815534,0.1414671372698655,0.10154738878143134,"Umm Ali, Cheese Shawarma",Lentil Soup,"Umm Ali, Cheese Shawarma → Lentil Soup"
"frozenset({'Pepperoni Pizza', 'Mint Lemonade'})",frozenset({'Cheesecake Slice'}),0.0045,0.0575,0.001,0.22222222222222224,3.8647342995169085,1.0,0.00074125,1.2117857142857142,0.7446007031642391,0.01639344262295082,0.17477158856469202,0.11980676328502417,"Pepperoni Pizza, Mint Lemonade",Cheesecake Slice,"Pepperoni Pizza, Mint Lemonade → Cheesecake Slice"
"frozenset({'Truffle Burger', 'Spaghetti Bolognese'})",frozenset({'Iced Latte'}),0.0045,0.058,0.001,0.22222222222222224,3.8314176245210727,1.0,0.0007390000000000001,1.211142857142857,0.742340532395781,0.016260162601626018,0.17433356923802787,0.11973180076628354,"Truffle Burger, Spaghetti Bolognese",Iced Latte,"Truffle Burger, Spaghetti Bolognese → Iced Latte"
"frozenset({'Caesar Salad', 'Cheese Shawarma'})",frozenset({'French Onion Soup'}),0.005,0.0535,0.001,0.2,3.738317757009346,1.0,0.0007325000000000001,1.183125,0.7361809045226131,0.017391304347826087,0.15478077126254625,0.10934579439252337,"Caesar Salad, Cheese Shawarma",French Onion Soup,"Caesar Salad, Cheese Shawarma → French Onion Soup"
"frozenset({'Quinoa Power Bowl', 'Umm Ali'})",frozenset({'Waffles & Ice Cream'}),0.004,0.067,0.001,0.25,3.731343283582089,1.0,0.000732,1.244,0.7349397590361446,0.014285714285714285,0.19614147909967844,0.13246268656716417,"Quinoa Power Bowl, Umm Ali",Waffles & Ice Cream,"Quinoa Power Bowl, Umm Ali → Waffles & Ice Cream"
"frozenset({'Hawaiian Pizza', 'Blt Sandwich'})",frozenset({'Waffles & Ice Cream'}),0.004,0.067,0.001,0.25,3.731343283582089,1.0,0.000732,1.244,0.7349397590361446,0.014285714285714285,0.19614147909967844,0.13246268656716417,"Hawaiian Pizza, Blt Sandwich",Waffles & Ice Cream,"Hawaiian Pizza, Blt Sandwich → Waffles & Ice Cream"
"frozenset({'Avocado Smoothie', 'Spaghetti Bolognese'})",frozenset({'Pepperoni Pizza'}),0.0035,0.0775,0.001,0.2857142857142857,3.686635944700461,1.0,0.00072875,1.2914999999999999,0.7313095835423984,0.0125,0.22570654277971347,0.14930875576036864,"Avocado Smoothie, Spaghetti Bolognese",Pepperoni Pizza,"Avocado Smoothie, Spaghetti Bolognese → Pepperoni Pizza"
"frozenset({'Spicy Tuna Roll (8Pcs)', 'Salmon Nigiri (2Pcs)'})",frozenset({'Spaghetti Bolognese'}),0.0035,0.0775,0.001,0.2857142857142857,3.686635944700461,1.0,0.00072875,1.2914999999999999,0.7313095835423984,0.0125,0.22570654277971347,0.14930875576036864,"Spicy Tuna Roll (8Pcs), Salmon Nigiri (2Pcs)",Spaghetti Bolognese,"Spicy Tuna Roll (8Pcs), Salmon Nigiri (2Pcs) → Spaghetti Bolognese"
"frozenset({'Rainbow Roll (8Pcs)', 'Cheese Shawarma'})",frozenset({'Spaghetti Bolognese'}),0.0035,0.0775,0.001,0.2857142857142857,3.686635944700461,1.0,0.00072875,1.2914999999999999,0.7313095835423984,0.0125,0.22570654277971347,0.14930875576036864,"Rainbow Roll (8Pcs), Cheese Shawarma",Spaghetti Bolognese,"Rainbow Roll (8Pcs), Cheese Shawarma → Spaghetti Bolognese"
"frozenset({'Lentil Soup', 'Veggie Roll (8Pcs)'})",frozenset({'Spaghetti Bolognese'}),0.0035,0.0775,0.001,0.2857142857142857,3.686635944700461,1.0,0.00072875,1.2914999999999999,0.7313095835423984,0.0125,0.22570654277971347,0.14930875576036864,"Lentil Soup, Veggie Roll (8Pcs)",Spaghetti Bolognese,"Lentil Soup, Veggie Roll (8Pcs) → Spaghetti Bolognese"
"frozenset({'Truffle Burger', 'Avocado Smoothie'})",frozenset({'Cheese Shawarma'}),0.0035,0.0785,0.001,0.2857142857142857,3.6396724294813465,1.0,0.00072525,1.2901,0.7277972905168089,0.012345679012345678,0.2248662894349275,0.1492265696087352,"Truffle Burger, Avocado Smoothie",Cheese Shawarma,"Truffle Burger, Avocado Smoothie → Cheese Shawarma"
"frozenset({'Mango Smoothie', 'French Onion Soup'})",frozenset({'Cheese Shawarma'}),0.0035,0.0785,0.001,0.2857142857142857,3.6396724294813465,1.0,0.00072525,1.2901,0.7277972905168089,0.012345679012345678,0.2248662894349275,0.1492265696087352,"Mango Smoothie, French Onion Soup",Cheese Shawarma,"Mango Smoothie, French Onion Soup → Cheese Shawarma"
"frozenset({'Grilled Cheese', 'Margherita Pizza'})",frozenset({'Cheese Shawarma'}),0.0035,0.0785,0.001,0.2857142857142857,3.6396724294813465,1.0,0.00072525,1.2901,0.7277972905168089,0.012345679012345678,0.2248662894349275,0.1492265696087352,"Grilled Cheese, Margherita Pizza",Cheese Shawarma,"Grilled Cheese, Margherita Pizza → Cheese Shawarma"
"frozenset({'Truffle Mushroom Pizza', 'Pasta Carbonara'})",frozenset({'Cheese Shawarma'}),0.0035,0.0785,0.001,0.2857142857142857,3.6396724294813465,1.0,0.00072525,1.2901,0.7277972905168089,0.012345679012345678,0.2248662894349275,0.1492265696087352,"Truffle Mushroom Pizza, Pasta Carbonara",Cheese Shawarma,"Truffle Mushroom Pizza, Pasta Carbonara → Cheese Shawarma"
"frozenset({'Caesar Salad', 'Spaghetti Bolognese'})",frozenset({'Veggie Roll (8Pcs)'}),0.005,0.0555,0.001,0.2,3.6036036036036037,1.0,0.0007225,1.180625,0.7261306532663317,0.016806722689075633,0.15299100052938064,0.10900900900900902,"Caesar Salad, Spaghetti Bolognese",Veggie Roll (8Pcs),"Caesar Salad, Spaghetti Bolognese → Veggie Roll (8Pcs)"
"frozenset({'Cheesecake Slice', 'Mixed Grill Wrap'})",frozenset({'Truffle Burger'}),0.005,0.0555,0.001,0.2,3.6036036036036037,1.0,0.0007225,1.180625,0.7261306532663317,0.016806722689075633,0.15299100052938064,0.10900900900900902,"Cheesecake Slice, Mixed Grill Wrap",Truffle Burger,"Cheesecake Slice, Mixed Grill Wrap → Truffle Burger"
"frozenset({'Pepperoni Pizza', 'Umm Ali'})",frozenset({'Mint Lemonade'}),0.0055,0.0515,0.001,0.18181818181818182,3.53045013239188,1.0,0.00071675,1.1592777777777779,0.7207139265962794,0.01785714285714286,0.13739397134231085,0.10061782877316858,"Pepperoni Pizza, Umm Ali",Mint Lemonade,"Pepperoni Pizza, Umm Ali → Mint Lemonade"
"frozenset({'Umm Ali', 'Mint Lemonade'})",frozenset({'Meat Lovers Pizza'}),0.006,0.0475,0.001,0.16666666666666666,3.508771929824561,1.0,0.000715,1.143,0.7193158953722334,0.01904761904761905,0.12510936132983375,0.09385964912280702,"Umm Ali, Mint Lemonade",Meat Lovers Pizza,"Umm Ali, Mint Lemonade → Meat Lovers Pizza"
"frozenset({'Umm Ali', 'Spaghetti Bolognese'})",frozenset({'Mixed Grill Wrap'}),0.0045,0.0635,0.001,0.22222222222222224,3.499562554680665,1.0,0.00071425,1.2040714285714285,0.7174786539427424,0.014925373134328358,0.16948448715667083,0.11898512685914261,"Umm Ali, Spaghetti Bolognese",Mixed Grill Wrap,"Umm Ali, Spaghetti Bolognese → Mixed Grill Wrap"
"frozenset({'Meat Shawarma Wrap', 'Pasta Carbonara'})",frozenset({'Mixed Grill Wrap'}),0.0045,0.0635,0.001,0.22222222222222224,3.499562554680665,1.0,0.00071425,1.2040714285714285,0.7174786539427424,0.014925373134328358,0.16948448715667083,0.11898512685914261,"Meat Shawarma Wrap, Pasta Carbonara",Mixed Grill Wrap,"Meat Shawarma Wrap, Pasta Carbonara → Mixed Grill Wrap"
"frozenset({'Pasta Carbonara', 'Waffles & Ice Cream'})",frozenset({'Umm Ali'}),0.004,0.072,0.001,0.25,3.4722222222222223,1.0,0.000712,1.2373333333333334,0.714859437751004,0.013333333333333334,0.1918103448275862,0.13194444444444445,"Pasta Carbonara, Waffles & Ice Cream",Umm Ali,"Pasta Carbonara, Waffles & Ice Cream → Umm Ali"
"frozenset({'Mixed Grill Wrap', 'Spaghetti Bolognese'})",frozenset({'Umm Ali'}),0.004,0.072,0.001,0.25,3.4722222222222223,1.0,0.000712,1.2373333333333334,0.714859437751004,0.013333333333333334,0.1918103448275862,0.13194444444444445,"Mixed Grill Wrap, Spaghetti Bolognese",Umm Ali,"Mixed Grill Wrap, Spaghetti Bolognese → Umm Ali"
"frozenset({'Lentil Soup', 'Cheese Shawarma'})",frozenset({'Umm Ali'}),0.004,0.072,0.001,0.25,3.4722222222222223,1.0,0.000712,1.2373333333333334,0.714859437751004,0.013333333333333334,0.1918103448275862,0.13194444444444445,"Lentil Soup, Cheese Shawarma",Umm Ali,"Lentil Soup, Cheese Shawarma → Umm Ali"
"frozenset({'Spaghetti Bolognese', 'Blt Sandwich'})",frozenset({'Rainbow Roll (8Pcs)'}),0.0045,0.064,0.001,0.22222222222222224,3.4722222222222223,1.0,0.000712,1.2034285714285713,0.7152184831742842,0.014814814814814814,0.1690408357075024,0.11892361111111112,"Spaghetti Bolognese, Blt Sandwich",Rainbow Roll (8Pcs),"Spaghetti Bolognese, Blt Sandwich → Rainbow Roll (8Pcs)"
"frozenset({'Truffle Burger', 'Cheese Shawarma'})",frozenset({'Iced Latte'}),0.005,0.058,0.001,0.2,3.4482758620689657,1.0,0.00071,1.1774999999999998,0.7135678391959799,0.016129032258064516,0.1507430997876858,0.10862068965517242,"Truffle Burger, Cheese Shawarma",Iced Latte,"Truffle Burger, Cheese Shawarma → Iced Latte"
frozenset({'Spicy Jalapeño Burger'}),frozenset({'Pesto Pasta'}),0.024,0.031,0.0025,0.10416666666666667,3.360215053763441,1.0,0.0017560000000000002,1.0816744186046512,0.7196721311475411,0.04761904761904762,0.07550739594083249,0.09240591397849462,Spicy Jalapeño Burger,Pesto Pasta,Spicy Jalapeño Burger → Pesto Pasta
frozenset({'Tomato Basil Soup'}),frozenset({'Tiramisu'}),0.0095,0.0315,0.001,0.10526315789473685,3.3416875522138683,1.0,0.00070075,1.0824411764705884,0.7074709742554265,0.025,0.07616226938021357,0.06850459482038429,Tomato Basil Soup,Tiramisu,Tomato Basil Soup → Tiramisu
frozenset({'Greek Salad'}),frozenset({'Bbq Chicken Pizza'}),0.0135,0.0565,0.0025,0.1851851851851852,3.277613897082924,1.0,0.00173725,1.1579318181818183,0.704409528636594,0.037037037037037035,0.13639129325403837,0.11471648639790233,Greek Salad,Bbq Chicken Pizza,Greek Salad → Bbq Chicken Pizza
"frozenset({'Cheese Shawarma', 'Blt Sandwich'})",frozenset({'Spaghetti Bolognese'}),0.004,0.0775,0.001,0.25,3.2258064516129035,1.0,0.0006900000000000001,1.23,0.6927710843373496,0.012422360248447204,0.18699186991869918,0.1314516129032258,"Cheese Shawarma, Blt Sandwich",Spaghetti Bolognese,"Cheese Shawarma, Blt Sandwich → Spaghetti Bolognese"
"frozenset({'Veggie Roll (8Pcs)', 'Caesar Salad'})",frozenset({'Spaghetti Bolognese'}),0.004,0.0775,0.001,0.25,3.2258064516129035,1.0,0.0006900000000000001,1.23,0.6927710843373496,0.012422360248447204,0.18699186991869918,0.1314516129032258,"Veggie Roll (8Pcs), Caesar Salad",Spaghetti Bolognese,"Veggie Roll (8Pcs), Caesar Salad → Spaghetti Bolognese"
"frozenset({'Veggie Roll (8Pcs)', 'Cheese Shawarma'})",frozenset({'Pepperoni Pizza'}),0.004,0.0775,0.001,0.25,3.2258064516129035,1.0,0.0006900000000000001,1.23,0.6927710843373496,0.012422360248447204,0.18699186991869918,0.1314516129032258,"Veggie Roll (8Pcs), Cheese Shawarma",Pepperoni Pizza,"Veggie Roll (8Pcs), Cheese Shawarma → Pepperoni Pizza"
"frozenset({'Cheesecake Slice', 'Mint Lemonade'})",frozenset({'Pepperoni Pizza'}),0.004,0.0775,0.001,0.25,3.2258064516129035,1.0,0.0006900000000000001,1.23,0.6927710843373496,0.012422360248447204,0.18699186991869918,0.1314516129032258,"Cheesecake Slice, Mint Lemonade",Pepperoni Pizza,"Cheesecake Slice, Mint Lemonade → Pepperoni Pizza"
"frozenset({'Truffle Burger', 'Iced Latte'})",frozenset({'Spaghetti Bolognese'}),0.004,0.0775,0.001,0.25,3.2258064516129035,1.0,0.0006900000000000001,1.23,0.6927710843373496,0.012422360248447204,0.18699186991869918,0.1314516129032258,"Truffle Burger, Iced Latte",Spaghetti Bolognese,"Truffle Burger, Iced Latte → Spaghetti Bolognese"
"frozenset({'Bbq Chicken Pizza', 'Waffles & Ice Cream'})",frozenset({'Pepperoni Pizza'}),0.004,0.0775,0.001,0.25,3.2258064516129035,1.0,0.0006900000000000001,1.23,0.6927710843373496,0.012422360248447204,0.18699186991869918,0.1314516129032258,"Bbq Chicken Pizza, Waffles & Ice Cream",Pepperoni Pizza,"Bbq Chicken Pizza, Waffles & Ice Cream → Pepperoni Pizza"
"frozenset({'Cheese Shawarma', 'Waffles & Ice Cream'})",frozenset({'Bbq Chicken Pizza'}),0.0055,0.0565,0.001,0.18181818181818182,3.2180209171359615,1.0,0.00068925,1.1531666666666667,0.6930618401206635,0.01639344262295082,0.13282266223442696,0.0997586484312148,"Cheese Shawarma, Waffles & Ice Cream",Bbq Chicken Pizza,"Cheese Shawarma, Waffles & Ice Cream → Bbq Chicken Pizza"
"frozenset({'Truffle Burger', 'Iced Latte'})",frozenset({'Cheese Shawarma'}),0.004,0.0785,0.001,0.25,3.1847133757961785,1.0,0.000686,1.2286666666666666,0.6887550200803213,0.012269938650306749,0.1861096039066739,0.13136942675159236,"Truffle Burger, Iced Latte",Cheese Shawarma,"Truffle Burger, Iced Latte → Cheese Shawarma"
"frozenset({'Bbq Chicken Pizza', 'Waffles & Ice Cream'})",frozenset({'Cheese Shawarma'}),0.004,0.0785,0.001,0.25,3.1847133757961785,1.0,0.000686,1.2286666666666666,0.6887550200803213,0.012269938650306749,0.1861096039066739,0.13136942675159236,"Bbq Chicken Pizza, Waffles & Ice Cream",Cheese Shawarma,"Bbq Chicken Pizza, Waffles & Ice Cream → Cheese Shawarma"
"frozenset({'Lentil Soup', 'Umm Ali'})",frozenset({'Cheese Shawarma'}),0.004,0.0785,0.001,0.25,3.1847133757961785,1.0,0.000686,1.2286666666666666,0.6887550200803213,0.012269938650306749,0.1861096039066739,0.13136942675159236,"Lentil Soup, Umm Ali",Cheese Shawarma,"Lentil Soup, Umm Ali → Cheese Shawarma"
"frozenset({'Veggie Roll (8Pcs)', 'Spaghetti Bolognese'})",frozenset({'Caesar Salad'}),0.005,0.0635,0.001,0.2,3.1496062992125986,1.0,0.0006825,1.170625,0.685929648241206,0.014814814814814814,0.14575547250400428,0.1078740157480315,"Veggie Roll (8Pcs), Spaghetti Bolognese",Caesar Salad,"Veggie Roll (8Pcs), Spaghetti Bolognese → Caesar Salad"
frozenset({'Chocolate Lava Cake'}),frozenset({'Four Cheese Pizza'}),0.0185,0.0345,0.002,0.10810810810810811,3.133568350959655,1.0,0.0013617500000000001,1.082530303030303,0.6937086092715231,0.0392156862745098,0.07623833051072823,0.08303956130043086,Chocolate Lava Cake,Four Cheese Pizza,Chocolate Lava Cake → Four Cheese Pizza
"frozenset({'Pepperoni Pizza', 'Mint Lemonade'})",frozenset({'Umm Ali'}),0.0045,0.072,0.001,0.22222222222222224,3.08641975308642,1.0,0.0006760000000000001,1.1931428571428573,0.6790557508789553,0.013245033112582781,0.16187739463601536,0.11805555555555557,"Pepperoni Pizza, Mint Lemonade",Umm Ali,"Pepperoni Pizza, Mint Lemonade → Umm Ali"
